AGE75591.1	HD73_0001
AGE79319.1	HD73_3741
AGE79320.1	HD73_3742
AGE79321.1	HD73_3743
AGE79322.1	HD73_3744
AGE79323.1	HD73_3745
AGE79324.1	HD73_3746
AGE79325.1	HD73_3747
AGE79326.1	HD73_3748
AGE79327.1	HD73_3749
AGE79328.1	HD73_3750
AGE79329.1	HD73_3751
AGE79330.1	HD73_3752
AGE79331.1	HD73_3753
AGE79332.1	HD73_3754
AGE79333.1	HD73_3755
AGE79334.1	HD73_3756
AGE79335.1	HD73_3757
AGE79336.1	HD73_3758
AGE79337.1	HD73_3759
AGE79338.1	HD73_3760
AGE79339.1	HD73_3761
AGE79340.1	HD73_3762
AGE79341.1	HD73_3763
AGE79342.1	HD73_3764
AGE79343.1	HD73_3765
AGE79344.1	HD73_3766
AGE79345.1	HD73_3767
AGE79346.1	HD73_3768
AGE79347.1	HD73_3769
AGE79348.1	HD73_3770
AGE79349.1	HD73_3771
AGE79350.1	HD73_3772
AGE79351.1	HD73_3773
AGE79352.1	HD73_3774
AGE79353.1	HD73_3775
AGE79354.1	HD73_3776
AGE79355.1	HD73_3777
AGE79356.1	HD73_3778
AGE79357.1	HD73_3779
AGE79358.1	HD73_3780
AGE79359.1	HD73_3781
AGE79360.1	HD73_3782
AGE79361.1	HD73_3783
AGE79362.1	HD73_3784
AGE79363.1	HD73_3785
AGE79364.1	HD73_3786
AGE79365.1	HD73_3787
AGE79366.1	HD73_3788
AGE79367.1	HD73_3789
AGE79368.1	HD73_3790
AGE79369.1	HD73_3791
AGE79370.1	HD73_3792
AGE79371.1	HD73_3793
AGE79372.1	HD73_3794
AGE79373.1	HD73_3795
AGE79374.1	HD73_3796
AGE79375.1	HD73_3797
AGE79376.1	HD73_3798
AGE79377.1	HD73_3799
AGE79378.1	HD73_3800
AGE79379.1	HD73_3801
AGE79380.1	HD73_3802
AGE79381.1	HD73_3803
AGE79382.1	HD73_3804
AGE79383.1	HD73_3805
AGE79384.1	HD73_3806
AGE79385.1	HD73_3807
AGE79386.1	HD73_3808
AGE79387.1	HD73_3809
AGE79388.1	HD73_3810
AGE79389.1	HD73_3811
AGE79390.1	HD73_3812
AGE79391.1	HD73_3813
AGE79392.1	HD73_3814
AGE79393.1	HD73_3815
AGE79394.1	HD73_3816
AGE79395.1	HD73_3817
AGE79396.1	HD73_3818
AGE79397.1	HD73_3819
AGE79398.1	HD73_3820
AGE79399.1	HD73_3821
AGE79400.1	HD73_3822
AGE79401.1	HD73_3823
AGE79402.1	HD73_3824
AGE79403.1	HD73_3825
AGE79404.1	HD73_3826
AGE79405.1	HD73_3827
AGE79406.1	HD73_3828
AGE79407.1	HD73_3829
AGE79408.1	HD73_3830
AGE79409.1	HD73_3831
AGE79410.1	HD73_3832
AGE79411.1	HD73_3833
AGE79412.1	HD73_3834
AGE79413.1	HD73_3835
AGE79414.1	HD73_3836
AGE79415.1	HD73_3837
AGE79416.1	HD73_3838
AGE79417.1	HD73_3839
AGE79418.1	HD73_3840
AGE79419.1	HD73_3841
AGE79420.1	HD73_3842
AGE79421.1	HD73_3843
AGE79422.1	HD73_3844
AGE79423.1	HD73_3845
AGE79424.1	HD73_3846
AGE79425.1	HD73_3847
AGE79426.1	HD73_3848
AGE79427.1	HD73_3849
AGE79428.1	HD73_3850
AGE79429.1	HD73_3851
AGE79430.1	HD73_3852
AGE79431.1	HD73_3853
AGE79432.1	HD73_3854
AGE79433.1	HD73_3855
AGE79434.1	HD73_3856
AGE79435.1	HD73_3857
AGE79436.1	HD73_3858
AGE79437.1	HD73_3859
AGE79438.1	HD73_3860
AGE79439.1	HD73_3861
AGE79440.1	HD73_3862
AGE79441.1	HD73_3863
AGE79442.1	HD73_3864
AGE79443.1	HD73_3865
AGE79444.1	HD73_3866
AGE79445.1	HD73_3867
AGE79446.1	HD73_3868
AGE79447.1	HD73_3869
AGE79448.1	HD73_3870
AGE79449.1	HD73_3871
AGE79450.1	HD73_3872
AGE79451.1	HD73_3873
AGE79452.1	HD73_3874
AGE79453.1	HD73_3875
AGE79454.1	HD73_3876
AGE79455.1	HD73_3877
AGE79456.1	HD73_3878
AGE79457.1	HD73_3879
AGE79458.1	HD73_3880
AGE79459.1	HD73_3881
AGE79460.1	HD73_3882
AGE79461.1	HD73_3883
AGE79462.1	HD73_3884
AGE79463.1	HD73_3885
AGE79464.1	HD73_3886
AGE79465.1	HD73_3887
AGE79466.1	HD73_3888
AGE79467.1	HD73_3889
AGE79468.1	HD73_3890
AGE79469.1	HD73_3891
AGE79470.1	HD73_3892
AGE79471.1	HD73_3893
AGE79472.1	HD73_3894
AGE79473.1	HD73_3895
AGE79474.1	HD73_3896
AGE79475.1	HD73_3897
AGE79476.1	HD73_3898
AGE79477.1	HD73_3899
AGE79478.1	HD73_3900
AGE79479.1	HD73_3901
AGE79480.1	HD73_3902
AGE79481.1	HD73_3903
AGE79482.1	HD73_3904
AGE79483.1	HD73_3905
AGE79484.1	HD73_3906
AGE79485.1	HD73_3907
AGE79486.1	HD73_3908
AGE79487.1	HD73_3909
AGE79488.1	HD73_3910
AGE79489.1	HD73_3911
AGE79490.1	HD73_3912
AGE79491.1	HD73_3913
AGE79492.1	HD73_3914
AGE79493.1	HD73_3915
AGE79494.1	HD73_3916
AGE79495.1	HD73_3917
AGE79496.1	HD73_3918
AGE79497.1	HD73_3919
AGE79498.1	HD73_3920
AGE79499.1	HD73_3921
AGE79500.1	HD73_3922
AGE79501.1	HD73_3923
AGE79502.1	HD73_3924
AGE79503.1	HD73_3925
AGE79504.1	HD73_3926
AGE79505.1	HD73_3927
AGE79506.1	HD73_3928
AGE79507.1	HD73_3929
AGE79508.1	HD73_3930
AGE79509.1	HD73_3931
AGE79510.1	HD73_3932
AGE79511.1	HD73_3933
AGE79512.1	HD73_3934
AGE79513.1	HD73_3935
AGE79514.1	HD73_3936
AGE79515.1	HD73_3937
AGE79516.1	HD73_3938
AGE79517.1	HD73_3939
AGE79518.1	HD73_3940
AGE79519.1	HD73_3941
AGE79520.1	HD73_3942
AGE79521.1	HD73_3943
AGE79522.1	HD73_3944
AGE79523.1	HD73_3945
AGE79524.1	HD73_3946
AGE79525.1	HD73_3947
AGE79526.1	HD73_3948
AGE79527.1	HD73_3949
AGE79528.1	HD73_3950
AGE79529.1	HD73_3951
AGE79530.1	HD73_3952
AGE79531.1	HD73_3953
AGE79532.1	HD73_3954
AGE79533.1	HD73_3955
AGE79534.1	HD73_3956
AGE79535.1	HD73_3957
AGE79536.1	HD73_3958
AGE79537.1	HD73_3959
AGE79538.1	HD73_3960
AGE79539.1	HD73_3961
AGE79540.1	HD73_3962
AGE79541.1	HD73_3963
AGE79542.1	HD73_3964
AGE79543.1	HD73_3965
AGE79544.1	HD73_3966
AGE79545.1	HD73_3967
AGE79546.1	HD73_3968
AGE79547.1	HD73_3969
AGE79548.1	HD73_3970
AGE79549.1	HD73_3971
AGE79550.1	HD73_3972
AGE79551.1	HD73_3973
AGE79552.1	HD73_3974
AGE79553.1	HD73_3975
AGE79554.1	HD73_3976
AGE79555.1	HD73_3977
AGE79556.1	HD73_3978
AGE79557.1	HD73_3979
AGE79558.1	HD73_3980
AGE79559.1	HD73_3981
AGE79560.1	HD73_3982
AGE79561.1	HD73_3983
AGE79562.1	HD73_3984
AGE79563.1	HD73_3985
AGE79564.1	HD73_3986
AGE79565.1	HD73_3987
AGE79566.1	HD73_3988
AGE79567.1	HD73_3989
AGE79568.1	HD73_3990
AGE79569.1	HD73_3991
AGE79570.1	HD73_3992
AGE79571.1	HD73_3993
AGE79572.1	HD73_3994
AGE79573.1	HD73_3995
AGE79574.1	HD73_3996
AGE79575.1	HD73_3997
AGE79576.1	HD73_3998
AGE79577.1	HD73_3999
AGE79578.1	HD73_4000
AGE79579.1	HD73_4001
AGE79580.1	HD73_4002
AGE79581.1	HD73_4003
AGE79582.1	HD73_4004
AGE79583.1	HD73_4005
AGE79584.1	HD73_4006
AGE79585.1	HD73_4007
AGE79586.1	HD73_4008
AGE79587.1	HD73_4009
AGE79588.1	HD73_4010
AGE79589.1	HD73_4011
AGE79590.1	HD73_4012
AGE79591.1	HD73_4013
AGE79592.1	HD73_4014
AGE79593.1	HD73_4015
AGE79594.1	HD73_4016
AGE79595.1	HD73_4017
AGE79596.1	HD73_4018
AGE79597.1	HD73_4019
AGE79598.1	HD73_4020
AGE79599.1	HD73_4021
AGE79600.1	HD73_4022
AGE79601.1	HD73_4023
AGE79602.1	HD73_4024
AGE79603.1	HD73_4025
AGE79604.1	HD73_4026
AGE79605.1	HD73_4027
AGE79606.1	HD73_4028
AGE79607.1	HD73_4029
AGE79608.1	HD73_4030
AGE79609.1	HD73_4031
AGE79610.1	HD73_4032
AGE79611.1	HD73_4033
AGE79612.1	HD73_4034
AGE79613.1	HD73_4035
AGE79614.1	HD73_4036
AGE79615.1	HD73_4037
AGE79616.1	HD73_4038
AGE79617.1	HD73_4039
AGE79618.1	HD73_4040
AGE79619.1	HD73_4041
AGE79620.1	HD73_4042
AGE79621.1	HD73_4043
AGE79622.1	HD73_4044
AGE79623.1	HD73_4045
AGE79624.1	HD73_4046
AGE79625.1	HD73_4047
AGE79626.1	HD73_4048
AGE79627.1	HD73_4049
AGE79628.1	HD73_4050
AGE79629.1	HD73_4051
AGE79630.1	HD73_4052
AGE79631.1	HD73_4053
AGE79632.1	HD73_4054
AGE79633.1	HD73_4055
AGE79634.1	HD73_4056
AGE79635.1	HD73_4057
AGE79636.1	HD73_4058
AGE79637.1	HD73_4059
AGE79638.1	HD73_4060
AGE79639.1	HD73_4061
AGE79640.1	HD73_4062
AGE79641.1	HD73_4063
AGE79642.1	HD73_4064
AGE79643.1	HD73_4065
AGE79644.1	HD73_4066
AGE79645.1	HD73_4067
AGE79646.1	HD73_4068
AGE79647.1	HD73_4069
AGE79648.1	HD73_4070
AGE79649.1	HD73_4071
AGE79650.1	HD73_4072
AGE79651.1	HD73_4073
AGE79652.1	HD73_4074
AGE79653.1	HD73_4075
AGE79654.1	HD73_4076
AGE79655.1	HD73_4077
AGE79656.1	HD73_4078
AGE79657.1	HD73_4079
AGE79658.1	HD73_4080
AGE79659.1	HD73_4081
AGE79660.1	HD73_4082
AGE79661.1	HD73_4083
AGE79662.1	HD73_4084
AGE79663.1	HD73_4085
AGE79664.1	HD73_4086
AGE79665.1	HD73_4087
AGE79666.1	HD73_4088
AGE79667.1	HD73_4089
AGE79668.1	HD73_4090
AGE79669.1	HD73_4091
AGE79670.1	HD73_4092
AGE79671.1	HD73_4093
AGE79672.1	HD73_4094
AGE79673.1	HD73_4095
AGE79674.1	HD73_4096
AGE79675.1	HD73_4097
AGE79676.1	HD73_4098
AGE79677.1	HD73_4099
AGE79678.1	HD73_4100
AGE79679.1	HD73_4101
AGE79680.1	HD73_4102
AGE79681.1	HD73_4103
AGE79682.1	HD73_4104
AGE79683.1	HD73_4105
AGE79684.1	HD73_4106
AGE79685.1	HD73_4107
AGE79686.1	HD73_4108
AGE79687.1	HD73_4109
AGE79688.1	HD73_4110
AGE79689.1	HD73_4111
AGE79690.1	HD73_4112
AGE79691.1	HD73_4113
AGE79692.1	HD73_4114
AGE79693.1	HD73_4115
AGE79694.1	HD73_4116
AGE79695.1	HD73_4117
AGE79696.1	HD73_4118
AGE79697.1	HD73_4119
AGE79698.1	HD73_4120
AGE79699.1	HD73_4121
AGE79700.1	HD73_4122
AGE79701.1	HD73_4123
AGE79702.1	HD73_4124
AGE79703.1	HD73_4125
AGE79704.1	HD73_4126
AGE79705.1	HD73_4127
AGE79706.1	HD73_4128
AGE79707.1	HD73_4129
AGE79708.1	HD73_4130
AGE79709.1	HD73_4131
AGE79710.1	HD73_4132
AGE79711.1	HD73_4133
AGE79712.1	HD73_4134
AGE79713.1	HD73_4135
AGE79714.1	HD73_4136
AGE79715.1	HD73_4137
AGE79716.1	HD73_4138
AGE79717.1	HD73_4139
AGE79718.1	HD73_4140
AGE79719.1	HD73_4141
AGE79720.1	HD73_4142
AGE79721.1	HD73_4143
AGE79722.1	HD73_4144
AGE79723.1	HD73_4145
AGE79724.1	HD73_4146
AGE79725.1	HD73_4147
AGE79726.1	HD73_4148
AGE79727.1	HD73_4149
AGE79728.1	HD73_4150
AGE79729.1	HD73_4151
AGE79730.1	HD73_4152
AGE79731.1	HD73_4153
AGE79732.1	HD73_4154
AGE79733.1	HD73_4155
AGE79734.1	HD73_4156
AGE79735.1	HD73_4157
AGE79736.1	HD73_4158
AGE79737.1	HD73_4159
AGE79738.1	HD73_4160
AGE79739.1	HD73_4161
AGE79740.1	HD73_4162
AGE79741.1	HD73_4163
AGE79742.1	HD73_4164
AGE79743.1	HD73_4165
AGE79744.1	HD73_4166
AGE79745.1	HD73_4167
AGE79746.1	HD73_4168
AGE79747.1	HD73_4169
AGE79748.1	HD73_4170
AGE79749.1	HD73_4171
AGE79750.1	HD73_4172
AGE79751.1	HD73_4173
AGE79752.1	HD73_4174
AGE79753.1	HD73_4175
AGE79754.1	HD73_4176
AGE79755.1	HD73_4177
AGE79756.1	HD73_4178
AGE79757.1	HD73_4179
AGE79758.1	HD73_4180
AGE79759.1	HD73_4181
AGE79760.1	HD73_4182
AGE79761.1	HD73_4183
AGE79762.1	HD73_4184
AGE79763.1	HD73_4185
AGE79764.1	HD73_4186
AGE79765.1	HD73_4187
AGE79766.1	HD73_4188
AGE79767.1	HD73_4189
AGE79768.1	HD73_4190
AGE79769.1	HD73_4191
AGE79770.1	HD73_4192
AGE79771.1	HD73_4193
AGE79772.1	HD73_4194
AGE79773.1	HD73_4195
AGE79774.1	HD73_4196
AGE79775.1	HD73_4197
AGE79776.1	HD73_4198
AGE79777.1	HD73_4199
AGE79778.1	HD73_4200
AGE79779.1	HD73_4201
AGE79780.1	HD73_4202
AGE79781.1	HD73_4203
AGE79782.1	HD73_4204
AGE79783.1	HD73_4205
AGE79784.1	HD73_4206
AGE79785.1	HD73_4207
AGE79786.1	HD73_4208
AGE79787.1	HD73_4209
AGE79788.1	HD73_4210
AGE79789.1	HD73_4211
AGE79790.1	HD73_4212
AGE79791.1	HD73_4213
AGE79792.1	HD73_4214
AGE79793.1	HD73_4215
AGE79794.1	HD73_4216
AGE79795.1	HD73_4217
AGE79796.1	HD73_4218
AGE79797.1	HD73_4219
AGE79798.1	HD73_4220
AGE79799.1	HD73_4221
AGE79800.1	HD73_4222
AGE79801.1	HD73_4223
AGE79802.1	HD73_4224
AGE79803.1	HD73_4225
AGE79804.1	HD73_4226
AGE79805.1	HD73_4227
AGE79806.1	HD73_4228
AGE79807.1	HD73_4229
AGE79808.1	HD73_4230
AGE79809.1	HD73_4231
AGE79810.1	HD73_4232
AGE79811.1	HD73_4233
AGE79812.1	HD73_4234
AGE79813.1	HD73_4235
AGE79814.1	HD73_4236
AGE79815.1	HD73_4237
AGE79816.1	HD73_4238
AGE79817.1	HD73_4239
AGE79818.1	HD73_4240
AGE79819.1	HD73_4241
AGE79820.1	HD73_4242
AGE79821.1	HD73_4243
AGE79822.1	HD73_4244
AGE79823.1	HD73_4245
AGE79824.1	HD73_4246
AGE79825.1	HD73_4247
AGE79826.1	HD73_4248
AGE79827.1	HD73_4249
AGE79828.1	HD73_4250
AGE79829.1	HD73_4251
AGE79830.1	HD73_4252
AGE79831.1	HD73_4253
AGE79832.1	HD73_4254
AGE79833.1	HD73_4255
AGE79834.1	HD73_4256
AGE79835.1	HD73_4257
AGE79836.1	HD73_4258
AGE79837.1	HD73_4259
AGE79838.1	HD73_4260
AGE79839.1	HD73_4261
AGE79840.1	HD73_4262
AGE79841.1	HD73_4263
AGE79842.1	HD73_4264
AGE79843.1	HD73_4265
AGE79844.1	HD73_4266
AGE79845.1	HD73_4267
AGE79846.1	HD73_4268
AGE79847.1	HD73_4269
AGE79848.1	HD73_4270
AGE79849.1	HD73_4271
AGE79850.1	HD73_4272
AGE79851.1	HD73_4273
AGE79852.1	HD73_4274
AGE79853.1	HD73_4275
AGE79854.1	HD73_4276
AGE79855.1	HD73_4277
AGE79856.1	HD73_4278
AGE79857.1	HD73_4279
AGE79858.1	HD73_4280
AGE79859.1	HD73_4281
AGE79860.1	HD73_4282
AGE79861.1	HD73_4283
AGE79862.1	HD73_4284
AGE79863.1	HD73_4285
AGE79864.1	HD73_4286
AGE79865.1	HD73_4287
AGE79866.1	HD73_4288
AGE79867.1	HD73_4289
AGE79868.1	HD73_4290
AGE79869.1	HD73_4291
AGE79870.1	HD73_4292
AGE79871.1	HD73_4293
AGE79872.1	HD73_4294
AGE79873.1	HD73_4295
AGE79874.1	HD73_4296
AGE79875.1	HD73_4297
AGE79876.1	HD73_4298
AGE79877.1	HD73_4299
AGE79878.1	HD73_4300
AGE79879.1	HD73_4301
AGE79880.1	HD73_4302
AGE79881.1	HD73_4303
AGE79882.1	HD73_4304
AGE79883.1	HD73_4305
AGE79884.1	HD73_4306
AGE79885.1	HD73_4307
AGE79886.1	HD73_4308
AGE79887.1	HD73_4309
AGE79888.1	HD73_4310
AGE79889.1	HD73_4311
AGE79890.1	HD73_4312
AGE79891.1	HD73_4313
AGE79892.1	HD73_4314
AGE79893.1	HD73_4315
AGE79894.1	HD73_4316
AGE79895.1	HD73_4317
AGE79896.1	HD73_4318
AGE79897.1	HD73_4319
AGE79898.1	HD73_4320
AGE79899.1	HD73_4321
AGE79900.1	HD73_4322
AGE79901.1	HD73_4323
AGE79902.1	HD73_4324
AGE79903.1	HD73_4325
AGE79904.1	HD73_4326
AGE79905.1	HD73_4327
AGE79906.1	HD73_4328
AGE79907.1	HD73_4329
AGE79908.1	HD73_4330
AGE79909.1	HD73_4331
AGE79910.1	HD73_4332
AGE79911.1	HD73_4333
AGE79912.1	HD73_4334
AGE79913.1	HD73_4335
AGE79914.1	HD73_4336
AGE79915.1	HD73_4337
AGE79916.1	HD73_4338
AGE79917.1	HD73_4339
AGE79918.1	HD73_4340
AGE79919.1	HD73_4341
AGE79920.1	HD73_4342
AGE79921.1	HD73_4343
AGE79922.1	HD73_4344
AGE79923.1	HD73_4345
AGE79924.1	HD73_4346
AGE79925.1	HD73_4347
AGE79926.1	HD73_4348
AGE79927.1	HD73_4349
AGE79928.1	HD73_4350
AGE79929.1	HD73_4351
AGE79930.1	HD73_4352
AGE79931.1	HD73_4353
AGE79932.1	HD73_4354
AGE79933.1	HD73_4355
AGE79934.1	HD73_4356
AGE79935.1	HD73_4357
AGE79936.1	HD73_4358
AGE79937.1	HD73_4359
AGE79938.1	HD73_4360
AGE79939.1	HD73_4361
AGE79940.1	HD73_4362
AGE79941.1	HD73_4363
AGE79942.1	HD73_4364
AGE79943.1	HD73_4365
AGE79944.1	HD73_4366
AGE79945.1	HD73_4367
AGE79946.1	HD73_4368
AGE79947.1	HD73_4369
AGE79948.1	HD73_4370
AGE79949.1	HD73_4371
AGE79950.1	HD73_4372
AGE79951.1	HD73_4373
AGE79952.1	HD73_4374
AGE79953.1	HD73_4375
AGE79954.1	HD73_4376
AGE79955.1	HD73_4377
AGE79956.1	HD73_4378
AGE79957.1	HD73_4379
AGE79958.1	HD73_4380
AGE79959.1	HD73_4381
AGE79960.1	HD73_4382
AGE79961.1	HD73_4383
AGE79962.1	HD73_4384
AGE79963.1	HD73_4385
AGE79964.1	HD73_4386
AGE79965.1	HD73_4387
AGE79966.1	HD73_4388
AGE79967.1	HD73_4389
AGE79968.1	HD73_4390
AGE79969.1	HD73_4391
AGE79970.1	HD73_4392
AGE79971.1	HD73_4393
AGE79972.1	HD73_4394
AGE79973.1	HD73_4395
AGE79974.1	HD73_4396
AGE79975.1	HD73_4397
AGE79976.1	HD73_4398
AGE79977.1	HD73_4399
AGE79978.1	HD73_4400
AGE79979.1	HD73_4401
AGE79980.1	HD73_4402
AGE79981.1	HD73_4403
AGE79982.1	HD73_4404
AGE79983.1	HD73_4405
AGE79984.1	HD73_4406
AGE79985.1	HD73_4407
AGE79986.1	HD73_4408
AGE79987.1	HD73_4409
AGE79988.1	HD73_4410
AGE79989.1	HD73_4411
AGE79990.1	HD73_4412
AGE79991.1	HD73_4413
AGE79992.1	HD73_4414
AGE79993.1	HD73_4415
AGE79994.1	HD73_4416
AGE79995.1	HD73_4417
AGE79996.1	HD73_4418
AGE79997.1	HD73_4419
AGE79998.1	HD73_4420
AGE79999.1	HD73_4421
AGE80000.1	HD73_4422
AGE80001.1	HD73_4423
AGE80002.1	HD73_4424
AGE80003.1	HD73_4425
AGE80004.1	HD73_4426
AGE80005.1	HD73_4427
AGE80006.1	HD73_4428
AGE80007.1	HD73_4429
AGE80008.1	HD73_4430
AGE80009.1	HD73_4431
AGE80010.1	HD73_4432
AGE80011.1	HD73_4433
AGE80012.1	HD73_4434
AGE80013.1	HD73_4435
AGE80014.1	HD73_4436
AGE80015.1	HD73_4437
AGE80016.1	HD73_4438
AGE80017.1	HD73_4439
AGE80018.1	HD73_4440
AGE80019.1	HD73_4441
AGE80020.1	HD73_4442
AGE80021.1	HD73_4443
AGE80022.1	HD73_4444
AGE80023.1	HD73_4445
AGE80024.1	HD73_4446
AGE80025.1	HD73_4447
AGE80026.1	HD73_4448
AGE80027.1	HD73_4449
AGE80028.1	HD73_4450
AGE80029.1	HD73_4451
AGE80030.1	HD73_4452
AGE80031.1	HD73_4453
AGE80032.1	HD73_4454
AGE80033.1	HD73_4455
AGE80034.1	HD73_4456
AGE80035.1	HD73_4457
AGE80036.1	HD73_4458
AGE80037.1	HD73_4459
AGE80038.1	HD73_4460
AGE80039.1	HD73_4461
AGE80040.1	HD73_4462
AGE80041.1	HD73_4463
AGE80042.1	HD73_4464
AGE80043.1	HD73_4465
AGE80044.1	HD73_4466
AGE80045.1	HD73_4467
AGE80046.1	HD73_4468
AGE80047.1	HD73_4469
AGE80048.1	HD73_4470
AGE80049.1	HD73_4471
AGE80050.1	HD73_4472
AGE80051.1	HD73_4473
AGE80052.1	HD73_4474
AGE80053.1	HD73_4475
AGE80054.1	HD73_4476
AGE80055.1	HD73_4477
AGE80056.1	HD73_4478
AGE80057.1	HD73_4479
AGE80058.1	HD73_4480
AGE80059.1	HD73_4481
AGE80060.1	HD73_4482
AGE80061.1	HD73_4483
AGE80062.1	HD73_4484
AGE80063.1	HD73_4485
AGE80064.1	HD73_4486
AGE80065.1	HD73_4487
AGE80066.1	HD73_4488
AGE80067.1	HD73_4489
AGE80068.1	HD73_4490
AGE80069.1	HD73_4491
AGE80070.1	HD73_4492
AGE80071.1	HD73_4493
AGE80072.1	HD73_4494
AGE80073.1	HD73_4495
AGE80074.1	HD73_4496
AGE80075.1	HD73_4497
AGE80076.1	HD73_4498
AGE80077.1	HD73_4499
AGE80078.1	HD73_4500
AGE80079.1	HD73_4501
AGE80080.1	HD73_4502
AGE80081.1	HD73_4503
AGE80082.1	HD73_4504
AGE80083.1	HD73_4505
AGE80084.1	HD73_4506
AGE80085.1	HD73_4507
AGE80086.1	HD73_4508
AGE80087.1	HD73_4509
AGE80088.1	HD73_4510
AGE80089.1	HD73_4511
AGE80090.1	HD73_4512
AGE80091.1	HD73_4513
AGE80092.1	HD73_4514
AGE80093.1	HD73_4515
AGE80094.1	HD73_4516
AGE80095.1	HD73_4517
AGE80096.1	HD73_4518
AGE80097.1	HD73_4519
AGE80098.1	HD73_4520
AGE80099.1	HD73_4521
AGE80100.1	HD73_4522
AGE80101.1	HD73_4523
AGE80102.1	HD73_4524
AGE80103.1	HD73_4525
AGE80104.1	HD73_4526
AGE80105.1	HD73_4527
AGE80106.1	HD73_4528
AGE80107.1	HD73_4529
AGE80108.1	HD73_4530
AGE80109.1	HD73_4531
AGE80110.1	HD73_4532
AGE80111.1	HD73_4533
AGE80112.1	HD73_4534
AGE80113.1	HD73_4535
AGE80114.1	HD73_4536
AGE80115.1	HD73_4537
AGE80116.1	HD73_4538
AGE80117.1	HD73_4539
AGE80118.1	HD73_4540
AGE80119.1	HD73_4541
AGE80120.1	HD73_4542
AGE80121.1	HD73_4543
AGE80122.1	HD73_4544
AGE80123.1	HD73_4545
AGE80124.1	HD73_4546
AGE80125.1	HD73_4547
AGE80126.1	HD73_4548
AGE80127.1	HD73_4549
AGE80128.1	HD73_4550
AGE80129.1	HD73_4551
AGE80130.1	HD73_4552
AGE80131.1	HD73_4553
AGE80132.1	HD73_4554
AGE80133.1	HD73_4555
AGE80134.1	HD73_4556
AGE80135.1	HD73_4557
AGE80136.1	HD73_4558
AGE80137.1	HD73_4559
AGE80138.1	HD73_4560
AGE80139.1	HD73_4561
AGE80140.1	HD73_4562
AGE80141.1	HD73_4563
AGE80142.1	HD73_4564
AGE80143.1	HD73_4565
AGE80144.1	HD73_4566
AGE80145.1	HD73_4567
AGE80146.1	HD73_4568
AGE80147.1	HD73_4569
AGE80148.1	HD73_4570
AGE80149.1	HD73_4571
AGE80150.1	HD73_4572
AGE80151.1	HD73_4573
AGE80152.1	HD73_4574
AGE80153.1	HD73_4575
AGE80154.1	HD73_4576
AGE80155.1	HD73_4577
AGE80156.1	HD73_4578
AGE80157.1	HD73_4579
AGE80158.1	HD73_4580
AGE80159.1	HD73_4581
AGE80160.1	HD73_4582
AGE80161.1	HD73_4583
AGE80162.1	HD73_4584
AGE80163.1	HD73_4585
AGE80164.1	HD73_4586
AGE80165.1	HD73_4587
AGE80166.1	HD73_4588
AGE80167.1	HD73_4589
AGE80168.1	HD73_4590
AGE80169.1	HD73_4591
AGE80170.1	HD73_4592
AGE80171.1	HD73_4593
AGE80172.1	HD73_4594
AGE80173.1	HD73_4595
AGE80174.1	HD73_4596
AGE80175.1	HD73_4597
AGE80176.1	HD73_4598
AGE80177.1	HD73_4599
AGE80178.1	HD73_4600
AGE80179.1	HD73_4601
AGE80180.1	HD73_4602
AGE80181.1	HD73_4603
AGE80182.1	HD73_4604
AGE80183.1	HD73_4605
AGE80184.1	HD73_4606
AGE80185.1	HD73_4607
AGE80186.1	HD73_4608
AGE80187.1	HD73_4609
AGE80188.1	HD73_4610
AGE80189.1	HD73_4611
AGE80190.1	HD73_4612
AGE80191.1	HD73_4613
AGE80192.1	HD73_4614
AGE80193.1	HD73_4615
AGE80194.1	HD73_4616
AGE80195.1	HD73_4617
AGE80196.1	HD73_4618
AGE80197.1	HD73_4619
AGE80198.1	HD73_4620
AGE80199.1	HD73_4621
AGE80200.1	HD73_4622
AGE80201.1	HD73_4623
AGE80202.1	HD73_4624
AGE80203.1	HD73_4625
AGE80204.1	HD73_4626
AGE80205.1	HD73_4627
AGE80206.1	HD73_4628
AGE80207.1	HD73_4629
AGE80208.1	HD73_4630
AGE80209.1	HD73_4631
AGE80210.1	HD73_4632
AGE80211.1	HD73_4633
AGE80212.1	HD73_4634
AGE80213.1	HD73_4635
AGE80214.1	HD73_4636
AGE80215.1	HD73_4637
AGE80216.1	HD73_4638
AGE80217.1	HD73_4639
AGE80218.1	HD73_4640
AGE80219.1	HD73_4641
AGE80220.1	HD73_4642
AGE80221.1	HD73_4643
AGE80222.1	HD73_4644
AGE80223.1	HD73_4645
AGE80224.1	HD73_4646
AGE80225.1	HD73_4647
AGE80226.1	HD73_4648
AGE80227.1	HD73_4649
AGE80228.1	HD73_4650
AGE80229.1	HD73_4651
AGE80230.1	HD73_4652
AGE80231.1	HD73_4653
AGE80232.1	HD73_4654
AGE80233.1	HD73_4655
AGE80234.1	HD73_4656
AGE80235.1	HD73_4657
AGE80236.1	HD73_4658
AGE80237.1	HD73_4659
AGE80238.1	HD73_4660
AGE80239.1	HD73_4661
AGE80240.1	HD73_4662
AGE80241.1	HD73_4663
AGE80242.1	HD73_4664
AGE80243.1	HD73_4665
AGE80244.1	HD73_4666
AGE80245.1	HD73_4667
AGE80246.1	HD73_4668
AGE80247.1	HD73_4669
AGE80248.1	HD73_4670
AGE80249.1	HD73_4671
AGE80250.1	HD73_4672
